"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US39049009403","Census Tract 94.03; Franklin County; Ohio","3629",
"1400000US39049009404","Census Tract 94.04; Franklin County; Ohio","2764",
"1400000US39049009405","Census Tract 94.05; Franklin County; Ohio","4143",
"1400000US39049009410","Census Tract 94.10; Franklin County; Ohio","2810",
"1400000US39049009420","Census Tract 94.20; Franklin County; Ohio","6093",
"1400000US39049009440","Census Tract 94.40; Franklin County; Ohio","5054",
"1400000US39049009495","Census Tract 94.95; Franklin County; Ohio","5258",
"1400000US39049009497","Census Tract 94.97; Franklin County; Ohio","2000",
"1400000US39049009498","Census Tract 94.98; Franklin County; Ohio","3827",
"1400000US39049009520","Census Tract 95.20; Franklin County; Ohio","4614",
"1400000US39049009590","Census Tract 95.90; Franklin County; Ohio","5323",
"1400000US39049009600","Census Tract 96; Franklin County; Ohio","4250",
"1400000US39049009711","Census Tract 97.11; Franklin County; Ohio","4436",
"1400000US39049009712","Census Tract 97.12; Franklin County; Ohio","2593",
"1400000US39049009751","Census Tract 97.51; Franklin County; Ohio","6537",
"1400000US39049009752","Census Tract 97.52; Franklin County; Ohio","7528",
"1400000US39049009753","Census Tract 97.53; Franklin County; Ohio","5947",
"1400000US39049009754","Census Tract 97.54; Franklin County; Ohio","3989",
"1400000US39049009755","Census Tract 97.55; Franklin County; Ohio","7213",
"1400000US39049009756","Census Tract 97.56; Franklin County; Ohio","2244",
"1400000US39049009757","Census Tract 97.57; Franklin County; Ohio","4669",
"1400000US39049009801","Census Tract 98.01; Franklin County; Ohio","3288",
"1400000US39049009802","Census Tract 98.02; Franklin County; Ohio","3521",
"1400000US39049009900","Census Tract 99; Franklin County; Ohio","1970",
"1400000US39049010000","Census Tract 100; Franklin County; Ohio","5858",
"1400000US39049010100","Census Tract 101; Franklin County; Ohio","1487",
"1400000US39049010201","Census Tract 102.01; Franklin County; Ohio","4049",
"1400000US39049010202","Census Tract 102.02; Franklin County; Ohio","5534",
